date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:29	34092/34092	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2021%20Aug%202019%2020:51:19%20GMT	https://templates-preview.com/gitex/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-regular-400.ttf	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:32	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:17%20GMT	https://templates-preview.com/gitex/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-regular-400.svg	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:41	186708/186708	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2021%20Aug%202019%2020:51:24%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900.eot	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:48	186708/186708	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2021%20Aug%202019%2020:51:24%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900d41d.eot	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:54	96256/96256	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2021%20Aug%202019%2020:51:32%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900.woff	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:56	186424/186424	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2021%20Aug%202019%2020:51:30%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900.ttf	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:56	74328/74328	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:34%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900.html	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:46:58	66632/66632	---M--	200	added ('OK')	application/x-font-otf	date:Wed,%2021%20Aug%202019%2020:50:28%20GMT	https://templates-preview.com/gitex/fonts/BebasNeue-Light.otf	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/fonts/BebasNeue-Light.otf	(from https://templates-preview.com/gitex/css/styles.css)
14:47:00	891/891	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:11%20GMT	https://templates-preview.com/gitex/icons/dropdown-angle.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/dropdown-angle.svg	(from https://templates-preview.com/gitex/css/styles.css)
14:47:02	1885/1885	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:05%20GMT	https://templates-preview.com/gitex/customer/sign-up.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/sign-up.html	(from https://templates-preview.com/gitex/customer/loading-logo.html)
14:47:03	816852/816852	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:27%20GMT	https://templates-preview.com/gitex/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/webfonts/fa-solid-900.svg	(from https://templates-preview.com/gitex/css/fontawesome.css)
14:47:05	3780/3780	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:16%20GMT	https://templates-preview.com/gitex/images/logo-white.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/images/logo-white.svg	(from https://templates-preview.com/gitex/customer/loading-logo.html)
14:47:07	7912/7912	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:49%20GMT	https://templates-preview.com/gitex/driver/sign-in.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/driver/sign-in.html	(from https://templates-preview.com/gitex/driver/loading-logo.html)
14:47:10	3266/3266	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:15%20GMT	https://templates-preview.com/gitex/images/logo-main.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/images/logo-main.svg	(from https://templates-preview.com/gitex/index-2.html)
14:47:22	1647192/1647192	---M--	200	added ('OK')	application/x-font-otf	date:Wed,%2021%20Aug%202019%2020:50:45%20GMT	https://templates-preview.com/gitex/fonts/SF-Pro-Display-Regular.otf	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/fonts/SF-Pro-Display-Regular.otf	(from https://templates-preview.com/gitex/css/styles.css)
14:47:25	5584/5584	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:01%20GMT	https://templates-preview.com/gitex/customer/sign-up-page-1.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/sign-up-page-1.html	(from https://templates-preview.com/gitex/customer/sign-up.html)
14:47:26	4250/4250	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:00%20GMT	https://templates-preview.com/gitex/customer/sign-in.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/sign-in.html	(from https://templates-preview.com/gitex/customer/sign-up.html)
14:47:28	628/628	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:40%20GMT	https://templates-preview.com/gitex/icons/avatar-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/avatar-light.svg	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:31	1480/1480	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:31%20GMT	https://templates-preview.com/gitex/icons/lock.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/lock.svg	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:33	973/973	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:15%20GMT	https://templates-preview.com/gitex/icons/eye.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/eye.svg	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:35	3780/3780	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:51%20GMT	https://templates-preview.com/gitex/driver/sign-up-page-2.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/driver/sign-up-page-2.html	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:37	2248/2248	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:14%20GMT	https://templates-preview.com/gitex/icons/envelope.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/envelope.svg	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:39	785/785	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:03%20GMT	https://templates-preview.com/gitex/icons/phone.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/phone.svg	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:42	3670/3670	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:52%20GMT	https://templates-preview.com/gitex/driver/sign-up.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/driver/sign-up.html	(from https://templates-preview.com/gitex/driver/sign-in.html)
14:47:43	208/208	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:43%20GMT	https://templates-preview.com/gitex/icons/back.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/back.svg	(from https://templates-preview.com/gitex/customer/sign-up-page-1.html)
14:47:46	3567/3567	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:02%20GMT	https://templates-preview.com/gitex/customer/sign-up-page-2.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/sign-up-page-2.html	(from https://templates-preview.com/gitex/customer/sign-up-page-1.html)
14:47:49	24658/24658	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:39%20GMT	https://templates-preview.com/gitex/customer/index.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/index.html	(from https://templates-preview.com/gitex/customer/sign-in.html)
14:47:50	3128/3128	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:53%20GMT	https://templates-preview.com/gitex/driver/successful-verification.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/driver/successful-verification.html	(from https://templates-preview.com/gitex/driver/sign-up-page-2.html)
14:47:51	20415/20415	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4943-4fbf%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/8.4.6/css/intlTelInput.css	C:/My%20Web%20Sites/Carpolling/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/8.4.6/css/intlTelInput.css	(from https://templates-preview.com/gitex/driver/sign-up.html)
14:47:53	27383/27383	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2011:51:18%20GMT	https://templates-preview.com/gitex/js/intlTelInput.min.js	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/js/intlTelInput.min.js	(from https://templates-preview.com/gitex/driver/sign-up.html)
14:47:54	3834/3834	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:51:03%20GMT	https://templates-preview.com/gitex/customer/sign-up-page-3.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/sign-up-page-3.html	(from https://templates-preview.com/gitex/customer/sign-up-page-2.html)
14:47:56	852/852	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:39%20GMT	https://templates-preview.com/gitex/icons/menu.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/menu.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:47:59	1015/1015	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:45%20GMT	https://templates-preview.com/gitex/icons/microphone.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/microphone.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:01	1196/1196	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:01%20GMT	https://templates-preview.com/gitex/icons/cross-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/cross-light.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:03	314/314	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:55%20GMT	https://templates-preview.com/gitex/icons/circle.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/circle.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:10	156322/156322	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:47%20GMT	https://templates-preview.com/gitex/icons/minivan.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/minivan.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:10	280/280	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:23%20GMT	https://templates-preview.com/gitex/icons/wishes.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/wishes.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:13	2827/2827	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:53%20GMT	https://templates-preview.com/gitex/icons/cash.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/cash.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:15	965/965	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:59%20GMT	https://templates-preview.com/gitex/icons/close.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/close.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:19	227/227	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:29%20GMT	https://templates-preview.com/gitex/icons/angle-right.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/angle-right.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:20	279/279	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:54%20GMT	https://templates-preview.com/gitex/icons/check.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/check.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:22	1039/1039	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:01%20GMT	https://templates-preview.com/gitex/icons/paypal.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/paypal.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:24	1168/1168	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:07%20GMT	https://templates-preview.com/gitex/icons/plus.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/plus.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:27	598/598	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:18%20GMT	https://templates-preview.com/gitex/icons/up-arrow.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/up-arrow.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:29	11611/11611	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2020:51:25%20GMT	https://templates-preview.com/gitex/images/profile-1.png	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/images/profile-1.png	(from https://templates-preview.com/gitex/customer/index.html)
14:48:32	13901/13901	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:31%20GMT	https://templates-preview.com/gitex/customer/chat.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/chat.html	(from https://templates-preview.com/gitex/customer/index.html)
14:48:35	611/611	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:20%20GMT	https://templates-preview.com/gitex/icons/home.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/home.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:36	608/608	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:19%20GMT	https://templates-preview.com/gitex/icons/home-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/home-light.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:38	15453/15453	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:52%20GMT	https://templates-preview.com/gitex/customer/profile.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/profile.html	(from https://templates-preview.com/gitex/customer/index.html)
14:48:40	635/635	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:39%20GMT	https://templates-preview.com/gitex/icons/avatar-dark.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/avatar-dark.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:43	622/622	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:50:41%20GMT	https://templates-preview.com/gitex/icons/avatar.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/avatar.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:44	10187/10187	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:47%20GMT	https://templates-preview.com/gitex/customer/payment-method.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/payment-method.html	(from https://templates-preview.com/gitex/customer/index.html)
14:48:48	16667/16667	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:36%20GMT	https://templates-preview.com/gitex/customer/history.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/history.html	(from https://templates-preview.com/gitex/customer/index.html)
14:48:51	916/916	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:17%20GMT	https://templates-preview.com/gitex/icons/history-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/history-light.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:52	1077/1077	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:18%20GMT	https://templates-preview.com/gitex/icons/history.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/history.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:54	10489/10489	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:28%20GMT	https://templates-preview.com/gitex/customer/addresses.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/addresses.html	(from https://templates-preview.com/gitex/customer/index.html)
14:48:56	2022/2022	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:49%20GMT	https://templates-preview.com/gitex/icons/my-addresses-dark.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/my-addresses-dark.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:58	5707638/5707638	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:29%20GMT	https://templates-preview.com/gitex/icons/limusine.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/limusine.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:48:58	2841/2841	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:51%20GMT	https://templates-preview.com/gitex/icons/my-addresses.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/my-addresses.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:49:00	8385/8385	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:29%20GMT	https://templates-preview.com/gitex/customer/apply-promo.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/apply-promo.html	(from https://templates-preview.com/gitex/customer/index.html)
14:49:02	9184/9184	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:57%20GMT	https://templates-preview.com/gitex/customer/settings.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/settings.html	(from https://templates-preview.com/gitex/customer/index.html)
14:49:03	778/778	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:13%20GMT	https://templates-preview.com/gitex/icons/settings.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/settings.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:49:05	775/775	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:11%20GMT	https://templates-preview.com/gitex/icons/settings-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/settings-light.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:49:06	3986436/3986436	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:51:43%20GMT	https://templates-preview.com/gitex/icons/mercedes.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/mercedes.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:49:09	11212/11212	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2020:50:46%20GMT	https://templates-preview.com/gitex/customer/online-support.html	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/customer/online-support.html	(from https://templates-preview.com/gitex/customer/index.html)
14:49:11	540/540	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:15%20GMT	https://templates-preview.com/gitex/icons/support.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/support.svg	(from https://templates-preview.com/gitex/customer/index.html)
14:49:13	366/366	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2020:52:14%20GMT	https://templates-preview.com/gitex/icons/support-light.svg	C:/My%20Web%20Sites/Carpolling/templates-preview.com/gitex/icons/support-light.svg	(from https://templates-preview.com/gitex/customer/index.html)
